,Sample,Control,Drug,MID,start,start_vol,end,end_vol,duration,log_V_V0,log_V_V0_sm,log_V_V0_cen
0,HCI-010,0,Navitoclax,0,1.0,163.9208,22.0,230.687446,21.0,0.4929405643445782,0.044033294737865436,0.4489072696067128
1,HCI-010,0,Navitoclax,1,1.0,119.79456299999998,22.0,111.58711100000001,21.0,-0.10239203479841548,0.044033294737865436,-0.1464253295362809
2,HCI-010,0,Navitoclax,2,1.0,132.02702549999998,22.0,110.372796,21.0,-0.25844864533256645,0.044033294737865436,-0.3024819400704319
3,HCI-010,1,Vehicle,3,1.0,159.2693275,22.0,261.789003,21.0,0.7169360394417084,0.893129372514016,-0.17619333307230767
4,HCI-010,1,Vehicle,4,1.0,222.6064,22.0,475.21549400000004,21.0,1.0940868035730789,0.893129372514016,0.20095743105906283
5,HCI-010,1,Vehicle,5,1.0,176.73163200000002,22.0,353.835756,21.0,1.001519562153084,0.893129372514016,0.10839018963906788
6,HCI-010,1,Vehicle,6,1.0,153.277944,22.0,295.61175,21.0,0.9475535003168524,0.893129372514016,0.05442412780283634
7,HCI-010,1,Vehicle,7,1.0,98.90740799999999,22.0,135.35999099999998,21.0,0.45265089204893855,0.893129372514016,-0.4404784804650775
8,HCI-010,1,Vehicle,8,1.0,233.615313,22.0,517.0,21.0,1.1460294375504338,0.893129372514016,0.2529000650364178
9,HCI-024,0,Navitoclax,9,1.0,285.77,22.0,367.335,21.0,0.36224189292664044,0.32055859821211047,0.04168329471452997
10,HCI-024,0,Navitoclax,10,1.0,176.157,22.0,213.0164,21.0,0.2741027021714411,0.32055859821211047,-0.04645589604066935
11,HCI-024,0,Navitoclax,11,1.0,246.40200000000002,22.0,308.72989,21.0,0.32533119953824996,0.32055859821211047,0.004772601326139492
12,HCI-024,1,Vehicle,12,1.0,243.08900000000003,22.0,337.949498,21.0,0.4753230597038975,0.3899491786837139,0.08537388102018356
13,HCI-024,1,Vehicle,13,1.0,149.504,22.0,226.7277125,21.0,0.6007766553026271,0.3899491786837139,0.2108274766189132
14,HCI-024,1,Vehicle,14,1.0,173.95,22.0,231.5178315,21.0,0.4124506351579917,0.3899491786837139,0.02250145647427776
15,HCI-024,1,Vehicle,15,1.0,292.7825,22.0,291.6478125,21.0,-0.00560207111478244,0.3899491786837139,-0.3955512497984964
16,HCI-024,1,Vehicle,16,1.0,138.915,22.0,152.7694055,21.0,0.13715326019515922,0.3899491786837139,-0.2527959184885547
17,HCI-024,1,Vehicle,17,1.0,246.5195,22.0,405.948103,21.0,0.7195935328573904,0.3899491786837139,0.32964435417367643
18,HCI-015,0,Navitoclax,18,1.0,199.1195,22.0,566.65268,21.0,1.508830218231877,1.0542001208553373,0.4546300973765396
19,HCI-015,0,Navitoclax,19,1.0,131.072,22.0,242.709578,21.0,0.888871516837877,1.0542001208553373,-0.1653286040174603
20,HCI-015,0,Navitoclax,20,1.0,141.312,22.0,240.1245,21.0,0.7648986274962583,1.0542001208553373,-0.28930149335907906
21,HCI-015,1,Vehicle,21,1.0,138.915,22.0,389.207,21.0,1.4863352681302306,1.0461421582590482,0.44019310987118243
22,HCI-015,1,Vehicle,22,1.0,178.85,22.0,433.2,21.0,1.276283124613102,1.0461421582590482,0.23014096635405368
23,HCI-015,1,Vehicle,23,1.0,121.086,22.0,343.901538,21.0,1.505963498077896,1.0461421582590482,0.45982133981884776
24,HCI-015,1,Vehicle,24,1.0,130.235,22.0,106.1705,21.0,-0.2947342557841703,1.0461421582590482,-1.3408764140432186
25,HCI-015,1,Vehicle,25,1.0,124.6535,22.0,313.227576,21.0,1.3292878393849994,1.0461421582590482,0.2831456811259512
26,HCI-015,1,Vehicle,26,1.0,291.9645,22.0,573.3874935,21.0,0.973717475132232,1.0461421582590482,-0.07242468312681627
27,HCI-027,0,Navitoclax,27,1.0,152.1,22.0,562.306369,21.0,1.886336234688934,1.8145932110124574,0.07174302367647667
28,HCI-027,0,Navitoclax,28,1.0,157.115,22.0,862.9832715,21.0,2.4575116703282665,1.8145932110124574,0.642918459315809
29,HCI-027,0,Navitoclax,29,1.0,219.04,22.0,469.5003,21.0,1.0999317280201713,1.8145932110124574,-0.7146614829922862
30,HCI-027,1,Vehicle,30,1.0,128.9925,22.0,864.799515,21.0,2.74507852838385,2.029972835085016,0.7151056932988338
31,HCI-027,1,Vehicle,31,1.0,169.0155,22.0,561.152304,21.0,1.7312368314688025,2.029972835085016,-0.29873600361621366
32,HCI-027,1,Vehicle,32,1.0,164.775,22.0,814.4955,21.0,2.305409357555595,2.029972835085016,0.2754365224705788
33,HCI-027,1,Vehicle,33,1.0,222.37599999999998,22.0,808.3512,21.0,1.8619811359906513,2.029972835085016,-0.16799169909436484
34,HCI-027,1,Vehicle,34,1.0,106.1705,22.0,336.093552,21.0,1.6624799027632569,2.029972835085016,-0.3674929323217593
35,HCI-027,1,Vehicle,35,1.0,256.0,22.0,938.1346875,21.0,1.8736512543479413,2.029972835085016,-0.1563215807370748
36,HCI-002,0,Navitoclax,36,1.0,267.385952,22.0,928.08,21.0,1.79532549955893,1.5737129124408173,0.2216125871181127
37,HCI-002,0,Navitoclax,37,1.0,180.002988,22.0,687.587868,21.0,1.9335232346164644,1.5737129124408173,0.359810322175647
38,HCI-002,0,Navitoclax,38,1.0,107.595104,22.0,214.04326400000002,21.0,0.9922900031470574,1.5737129124408173,-0.58142290929376
39,HCI-002,1,Vehicle,39,1.0,127.977608,33.0,2884.0,32.0,4.494107852782604,3.3647414248876806,1.1293664278949236
40,HCI-002,1,Vehicle,40,1.0,242.07348650000003,33.0,2780.0,32.0,3.521567903413118,3.3647414248876806,0.15682647852543763
41,HCI-002,1,Vehicle,41,1.0,180.50552,33.0,2145.0,32.0,3.570862786082248,3.3647414248876806,0.2061213611945676
42,HCI-002,1,Vehicle,42,1.0,150.504858,33.0,1600.0,32.0,3.410189944912728,3.3647414248876806,0.0454485200250474
43,HCI-002,1,Vehicle,43,1.0,242.76447799999997,29.0,2080.0,28.0,3.0989542855250214,3.3647414248876806,-0.2657871393626592
44,HCI-002,1,Vehicle,44,1.0,202.33524599999998,22.0,863.09145,21.0,2.0927657766103653,3.3647414248876806,-1.2719756482773152
48,HCI-023,1,Vehicle,48,1.0,217.9561,33.0,396.9,32.0,0.8647379809601367,0.8138006749949911,0.05093730596514556
49,HCI-023,1,Vehicle,49,1.0,308.594592,33.0,359.856,32.0,0.22170693363055938,0.8138006749949911,-0.5920937413644317
50,HCI-023,1,Vehicle,50,1.0,201.698308,33.0,287.086,32.0,0.5092839964045333,0.8138006749949911,-0.30451667859045783
51,HCI-023,1,Vehicle,51,1.0,200.552418,33.0,827.904,32.0,2.0454841286407017,0.8138006749949911,1.2316834536457106
52,HCI-023,1,Vehicle,52,1.0,343.74843799999996,33.0,576.3565,32.0,0.7456082955784661,0.8138006749949911,-0.068192379416525
54,HCI-015,0,Docetaxel,54,1.0,199.584,22.0,100.5723,21.0,-0.9887630617672591,-0.8973097313425701,-0.09145333042468906
55,HCI-015,0,Docetaxel,55,1.0,105.5925,22.0,49.800672,21.0,-1.0842702519543614,-0.8973097313425701,-0.18696052061179136
56,HCI-015,0,Docetaxel,56,1.0,107.648,22.0,70.09705,21.0,-0.6188958803060897,-0.8973097313425701,0.2784138510364804
57,HCI-019,0,Docetaxel,57,1.0,123.008,22.0,4.0,21.0,-4.942608336111663,-2.1801532442551266,-2.7624550918565363
58,HCI-019,0,Docetaxel,58,1.0,202.612,22.0,94.08,21.0,-1.1067596571631226,-2.1801532442551266,1.073393587092004
59,HCI-019,0,Docetaxel,59,1.0,181.3,22.0,128.9925,21.0,-0.49109173949059526,-2.1801532442551266,1.6890615047645312
60,HCI-019,1,Vehicle,60,1.0,169.88400000000001,22.0,205.8,21.0,0.27669299908953787,0.7943605544269617,-0.5176675553374239
61,HCI-019,1,Vehicle,61,1.0,205.35,22.0,334.1165,21.0,0.7022662831271966,0.7943605544269617,-0.09209427129976511
62,HCI-019,1,Vehicle,62,1.0,84.7,22.0,125.0235,21.0,0.5617654213928259,0.7943605544269617,-0.23259513303413581
63,HCI-019,1,Vehicle,63,1.0,176.157,22.0,333.036,21.0,0.9188163311494659,0.7943605544269617,0.12445577672250419
64,HCI-019,1,Vehicle,64,1.0,74.36,22.0,168.77599999999998,21.0,1.182511091573852,0.7943605544269617,0.3881505371468902
65,HCI-019,1,Vehicle,65,1.0,89.2375,22.0,194.5085,21.0,1.1241112002288913,0.7943605544269617,0.3297506458019296
66,HCI-016,0,Docetaxel,67,1.0,313.4495,22.0,41.45399999999999,21.0,-2.918649805657388,-2.918649805657388,0.0
67,HCI-016,1,Vehicle,69,1.0,65.0,22.0,136.9305,21.0,1.0749322060874602,1.5660054611448093,-0.4910732550573491
68,HCI-016,1,Vehicle,70,1.0,111.39200000000001,22.0,433.2,21.0,1.9593876186593693,1.5660054611448093,0.39338215751455996
69,HCI-016,1,Vehicle,71,1.0,262.122,22.0,853.0125,21.0,1.7023284381790385,1.5660054611448093,0.13632297703422913
70,HCI-016,1,Vehicle,72,1.0,295.856,22.0,915.008,21.0,1.628889203632019,1.5660054611448093,0.06288374248720974
71,HCI-016,1,Vehicle,73,1.0,352.352,22.0,1117.1875,21.0,1.6647820286292727,1.5660054611448093,0.0987765674844634
72,HCI-016,1,Vehicle,74,1.0,67.5,22.0,173.95,21.0,1.3657132716816969,1.5660054611448093,-0.20029218946311245
76,HCI-027,0,Docetaxel,78,1.0,168.77599999999998,22.0,0.5,21.0,-8.398965956718609,-7.059818871772082,-1.3391470849465268
77,HCI-027,0,Docetaxel,79,1.0,210.9375,22.0,4.0,21.0,-5.720671786825555,-7.059818871772082,1.3391470849465268
78,HCI-010,0,Docetaxel,81,1.0,147.605248,22.0,91.617575,21.0,-0.6880477341281915,-0.4277897308337364,-0.26025800329445514
79,HCI-010,0,Docetaxel,82,1.0,151.668224,22.0,88.266655,21.0,-0.7809784275616307,-0.4277897308337364,-0.3531886967278943
80,HCI-010,0,Docetaxel,83,1.0,155.795742,22.0,177.1919145,21.0,0.18565696918861324,-0.4277897308337364,0.6134467000223496
81,HCI-024,0,Docetaxel,84,1.0,194.4,22.0,107.35351200000001,21.0,-0.8566588301493825,-2.0461560803463787,1.1894972501969963
82,HCI-024,0,Docetaxel,85,1.0,133.2,22.0,13.5,21.0,-3.302562770020431,-2.0461560803463787,-1.2564066896740522
83,HCI-024,0,Docetaxel,86,1.0,249.64,22.0,63.3142645,21.0,-1.979246640869324,-2.0461560803463787,0.06690943947705486
84,HCI-001,0,Docetaxel,87,1.0,145.408,22.0,356.445,21.0,1.2935728387577883,0.33952439395968725,0.954048444798101
85,HCI-001,0,Docetaxel,88,1.0,145.408,22.0,111.32799999999999,21.0,-0.38529015588479176,0.33952439395968725,-0.724814549844479
86,HCI-001,0,Docetaxel,89,1.0,154.2125,22.0,166.46400000000003,21.0,0.11029049900606526,0.33952439395968725,-0.229233894953622
87,HCI-001,1,Vehicle,90,1.0,158.76,22.0,806.725,21.0,2.3452294975644414,2.511630439479059,-0.16640094191461774
88,HCI-001,1,Vehicle,91,1.0,93.288,22.0,792.7560000000001,21.0,3.087113472832016,2.511630439479059,0.575483033352957
89,HCI-001,1,Vehicle,92,1.0,125.316,22.0,586.5575,21.0,2.22670191628197,2.511630439479059,-0.28492852319708906
90,HCI-001,1,Vehicle,93,1.0,85.6745,22.0,668.5419999999999,21.0,2.964080425745057,2.511630439479059,0.45244998626599786
91,HCI-001,1,Vehicle,94,1.0,118.8,22.0,560.0,21.0,2.236891991031563,2.511630439479059,-0.2747384484474962
92,HCI-001,1,Vehicle,95,1.0,166.46400000000003,22.0,770.0625,21.0,2.2097653334193077,2.511630439479059,-0.3018651060597515
93,HCI-015,0,Birinapant,178,1.0,88.434,33.0,4.0,32.0,-4.466529240531243,-2.2405955957899195,-2.225933644741324
94,HCI-015,0,Birinapant,179,1.0,86.022,33.0,41.45399999999999,32.0,-1.0531943564536206,-2.2405955957899195,1.187401239336299
95,HCI-015,0,Birinapant,180,1.0,124.2,33.0,50.273999999999994,32.0,-1.304780788272944,-2.2405955957899195,0.9358148075169754
96,HCI-015,0,Birinapant,181,1.0,87.48,33.0,109.6515,32.0,0.3259004222881433,-2.2405955957899195,2.566496018078063
97,HCI-015,0,Birinapant,182,1.0,104.28399999999999,33.0,4.0,32.0,-4.7043740159799325,-2.2405955957899195,-2.463778420190013
98,HCI-001,0,Birinapant,183,1.0,71.656,32.0,2194.8085,31.0,4.936863746643656,4.2325248471953145,0.7043388994483415
99,HCI-001,0,Birinapant,184,1.0,97.47,32.0,1783.055,31.0,4.193249150313999,4.2325248471953145,-0.03927569688131527
100,HCI-001,0,Birinapant,185,1.0,96.8,32.0,1487.717,31.0,3.9419492590925973,4.2325248471953145,-0.2905755881027172
101,HCI-001,0,Birinapant,186,1.0,90.944,32.0,2485.3089999999997,31.0,4.772302964184304,4.2325248471953145,0.5397781169889893
102,HCI-001,0,Birinapant,187,1.0,102.602,32.0,1023.414,31.0,3.3182591157420163,4.2325248471953145,-0.9142657314532983
103,HCI-002,0,Birinapant,188,1.0,144.0,26.0,5233.0,25.0,5.183497542172403,4.56236018413041,0.6211373580419934
104,HCI-002,0,Birinapant,189,1.0,157.0,24.0,3938.0,23.0,4.648626647009927,4.56236018413041,0.08626646287951711
105,HCI-002,0,Birinapant,190,1.0,172.0,29.0,4182.0,28.0,4.603712591887481,4.56236018413041,0.041352407757071497
106,HCI-002,0,Birinapant,191,1.0,155.0,33.0,3199.0,32.0,4.367280871841436,4.56236018413041,-0.19507931228897313
107,HCI-002,0,Birinapant,192,1.0,176.0,22.0,2833.0,21.0,4.0086832677408015,4.56236018413041,-0.553676916389608
108,HCI-019,0,Birinapant,193,1.0,98.78399999999999,32.0,1780.7755,31.0,4.172084450966268,3.6042099971202672,0.5678744538460005
109,HCI-019,0,Birinapant,194,1.0,78.732,32.0,998.3505,31.0,3.664524372524275,3.6042099971202672,0.06031437540400786
110,HCI-019,0,Birinapant,195,1.0,86.52799999999999,32.0,2168.496,31.0,4.647383915055325,3.6042099971202672,1.043173917935058
111,HCI-019,0,Birinapant,196,1.0,94.221,32.0,780.275,31.0,3.0498621277935363,3.6042099971202672,-0.554347869326731
112,HCI-019,0,Birinapant,197,1.0,87.725,29.0,491.8625,28.0,2.487195119261931,3.6042099971202672,-1.1170148778583364
113,HCI-012,0,Birinapant,198,1.0,84.27,32.0,299.88,31.0,1.8312942769603056,0.9996814708091227,0.8316128061511828
114,HCI-012,0,Birinapant,199,1.0,97.47,32.0,246.40200000000002,31.0,1.3379838166711198,0.9996814708091227,0.33830234586199703
115,HCI-012,0,Birinapant,200,1.0,100.92,32.0,204.1605,31.0,1.016491656030326,0.9996814708091227,0.016810185221203366
116,HCI-012,0,Birinapant,201,1.0,104.28399999999999,32.0,143.65,31.0,0.4620401666652292,0.9996814708091227,-0.5376413041438936
117,HCI-012,0,Birinapant,202,1.0,84.7,32.0,108.0,31.0,0.3505974377186322,0.9996814708091227,-0.6490840330904906
118,HCI-023,0,Birinapant,203,1.0,127.0,33.0,18.0,32.0,-2.8187596853298533,-3.82619764348196,1.0074379581521065
119,HCI-023,0,Birinapant,204,1.0,124.6535,33.0,28.749000000000002,32.0,-2.116339711546885,-3.82619764348196,1.7098579319350748
120,HCI-023,0,Birinapant,205,1.0,138.384,33.0,0.5,32.0,-8.112533337553975,-3.82619764348196,-4.286335694072015
121,HCI-023,0,Birinapant,207,1.0,127.008,33.0,26.568,32.0,-2.2571578394971246,-3.82619764348196,1.5690398039848352
122,HCI-027,1,vehicle,208,1.0,71.5275,32.0,1104.417,31.0,3.948643172090846,3.5247550454742247,0.42388812661662145
123,HCI-027,1,vehicle,209,1.0,77.2475,32.0,742.5625,31.0,3.2649523115648815,3.5247550454742247,-0.25980273390934316
124,HCI-027,1,vehicle,210,1.0,94.08,32.0,1468.396,31.0,3.964209219166874,3.5247550454742247,0.43945417369264916
125,HCI-027,1,vehicle,211,1.0,75.429,32.0,530.452,31.0,2.8140310045741184,3.5247550454742247,-0.7107240409001063
126,HCI-027,1,vehicle,212,1.0,74.1285,32.0,918.9839999999999,31.0,3.6319395199744027,3.5247550454742247,0.10718447450017798
127,HCI-015,1,vehicle,213,1.0,74.1285,33.0,561.816,32.0,2.921997487998727,2.9921312155237594,-0.07013372752503244
128,HCI-015,1,vehicle,214,1.0,54.208,33.0,374.166,32.0,2.787100783731538,2.9921312155237594,-0.20503043179222136
129,HCI-015,1,vehicle,215,1.0,128.3745,33.0,845.64,32.0,2.71968496243793,2.9921312155237594,-0.2724462530858296
130,HCI-015,1,vehicle,216,1.0,70.0,33.0,450.63599999999997,32.0,2.6865357437197166,2.9921312155237594,-0.3055954718040428
131,HCI-015,1,vehicle,217,1.0,78.416,33.0,1127.1105,32.0,3.845337099730885,2.9921312155237594,0.8532058842071257
132,HCI-001,1,vehicle,218,1.0,90.75,32.0,3590.752,31.0,5.306244561483049,4.909031359594962,0.3972132018880865
133,HCI-001,1,vehicle,219,1.0,92.5965,32.0,3500.288,31.0,5.240372157195557,4.909031359594962,0.33134079760059443
134,HCI-001,1,vehicle,220,1.0,92.697,32.0,2563.496,31.0,4.789446187439494,4.909031359594962,-0.11958517215546838
135,HCI-001,1,vehicle,221,1.0,86.2125,32.0,1622.016,31.0,4.233747178865549,4.909031359594962,-0.6752841807294132
136,HCI-001,1,vehicle,222,1.0,100.719,32.0,3168.4,31.0,4.975346712991162,4.909031359594962,0.06631535339619976
137,HCI-002,1,vehicle,223,1.0,123.0,33.0,2884.0,32.0,4.551340943901582,3.8944419381702495,0.6568990057313329
138,HCI-002,1,vehicle,224,1.0,167.0,33.0,2780.0,32.0,4.0571648751368175,3.8944419381702495,0.16272293696656792
139,HCI-002,1,vehicle,225,1.0,167.0,33.0,2145.0,32.0,3.683057639912856,3.8944419381702495,-0.2113842982573937
140,HCI-002,1,vehicle,226,1.0,148.0,33.0,1600.0,32.0,3.4344028241457747,3.8944419381702495,-0.46003911402447484
141,HCI-002,1,vehicle,227,1.0,155.0,29.0,2080.0,28.0,3.746243407754217,3.8944419381702495,-0.1481985304160327
142,HCI-019,1,vehicle,228,1.0,94.77,32.0,912.87,31.0,3.2679070805888166,3.1987414506064105,0.06916562998240616
143,HCI-019,1,vehicle,229,1.0,73.008,32.0,826.5625,31.0,3.500997448105185,3.1987414506064105,0.3022559974987744
144,HCI-019,1,vehicle,230,1.0,114.87299999999999,32.0,1313.83,31.0,3.515666964783884,3.1987414506064105,0.3169255141774734
145,HCI-019,1,vehicle,231,1.0,94.08,32.0,380.7,31.0,2.01669460461326,3.1987414506064105,-1.1820468459931504
146,HCI-019,1,vehicle,232,1.0,91.854,29.0,1187.5,28.0,3.692441154940906,3.1987414506064105,0.4936997043344955
147,HCI-012,1,vehicle,233,1.0,73.008,32.0,668.367,31.0,3.1945140394207003,3.660123369267422,-0.46560932984672165
148,HCI-012,1,vehicle,234,1.0,111.6,32.0,1068.7930000000001,31.0,3.2595735318252945,3.660123369267422,-0.40054983744212747
149,HCI-012,1,vehicle,235,1.0,78.75,32.0,896.8960000000001,31.0,3.509588877844232,3.660123369267422,-0.1505344914231901
150,HCI-012,1,vehicle,236,1.0,113.4,32.0,1930.6125,31.0,4.0895660795749835,3.660123369267422,0.42944271030756154
